,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,total_ask_vol,total_bid_vol,ask_vwap,bid_vwap,spread
85500,1079.0,6.0,1078.0,4.0,1072.0,52.0,1086.0,6.0,1087.0,4.0,1093.0,52.0,1082.5,104177.6875,1082.25,1.0,8.5,-6.0,1744.1362,82.56814,1,62.0,62.0,1091.9354838709678,1073.0645161290322,7.0
85600,1080.0,6.0,1079.0,3.0,1073.0,49.0,1087.0,6.0,1088.0,3.0,1095.0,49.0,1083.5,104174.6875,1083.75,1.0,8.5,-6.0,1743.7769,82.5832,1,58.0,58.0,1093.8103448275863,1074.0344827586207,7.0
85700,1081.0,7.0,1080.0,2.0,1074.0,46.0,1088.0,7.0,1089.0,2.0,1096.0,46.0,1084.5,103091.1875,1084.75,1.0,8.5,-6.0,1743.4182,82.59828,1,55.0,55.0,1094.7272727272727,1075.1090909090908,7.0
85800,1079.0,8.0,1078.0,4.0,1072.0,46.0,1086.0,8.0,1087.0,4.0,1094.0,46.0,1082.5,102030.1875,1082.75,1.0,8.5,-6.0,1743.0603,82.61338,1,58.0,58.0,1092.4137931034484,1073.3793103448277,7.0
85900,1079.0,8.0,1078.0,2.0,1072.0,48.0,1086.0,8.0,1087.0,2.0,1094.0,48.0,1082.5,102034.1875,1082.75,1.0,8.5,-6.0,1742.703,82.6285,1,58.0,58.0,1092.655172413793,1073.1724137931035,7.0
86000,1079.0,9.0,1078.0,5.0,1072.0,48.0,1087.0,9.0,1088.0,5.0,1094.0,48.0,1083.0,110666.1875,1083.0,1.0,8.5,-6.0,1742.3463,82.64364,1,62.0,62.0,1092.5,1073.5,8.0
86100,1079.0,6.0,1078.0,4.0,1072.0,44.0,1086.0,6.0,1087.0,4.0,1094.0,44.0,1082.5,104195.1875,1082.75,1.0,8.5,-6.0,1741.9905,82.658806,1,54.0,54.0,1092.5925925925926,1073.2222222222222,7.0
86200,1078.0,7.0,1077.0,4.0,1071.0,45.0,1085.0,7.0,1086.0,4.0,1093.0,45.0,1081.5,103126.6875,1081.75,1.0,8.5,-6.0,1741.6351,82.67399,1,56.0,56.0,1091.5,1072.3035714285713,7.0
86300,1078.0,9.0,1077.0,2.0,1071.0,44.0,1086.0,9.0,1087.0,2.0,1093.0,44.0,1082.0,110672.6875,1082.0,1.0,8.5,-6.0,1741.2806,82.68919,1,55.0,55.0,1091.6363636363637,1072.3636363636363,8.0
86400,1078.0,7.0,1077.0,5.0,1071.0,40.0,1085.0,7.0,1086.0,5.0,1093.0,40.0,1081.5,103130.1875,1081.75,1.0,8.5,-6.0,1740.9268,82.704414,1,52.0,52.0,1091.25,1072.5192307692307,7.0
86500,1081.0,10.0,1078.0,9.0,1077.0,4.0,1085.0,9.0,1086.0,4.0,1093.0,48.0,1083.0,90203.6875,1081.75,1.0,8.5,-6.0,1740.5735,82.719666,1,61.0,23.0,1091.360655737705,1079.1304347826087,4.0
86600,1078.0,10.0,1077.0,3.0,1071.0,48.0,1085.0,10.0,1086.0,3.0,1093.0,48.0,1081.5,99940.6875,1081.5,1.0,8.5,-6.0,1740.2211,82.73493,1,61.0,61.0,1091.344262295082,1072.4426229508197,7.0
86700,1078.0,7.0,1077.0,5.0,1071.0,45.0,1085.0,7.0,1086.0,5.0,1093.0,45.0,1081.5,103178.1875,1081.5,1.0,8.5,-6.0,1739.8693,82.75022,1,57.0,57.0,1091.4035087719299,1072.3859649122808,7.0
86800,1078.0,10.0,1077.0,4.0,1071.0,58.0,1085.0,10.0,1086.0,4.0,1093.0,58.0,1081.5,99949.1875,1081.5,1.0,8.5,-6.0,1739.5181,82.765526,1,72.0,72.0,1091.5,1072.3055555555557,7.0
86900,1079.0,9.0,1078.0,5.0,1072.0,48.0,1086.0,9.0,1087.0,5.0,1094.0,48.0,1082.5,101022.6875,1082.75,1.0,8.5,-6.0,1739.1676,82.78086,1,62.0,62.0,1092.274193548387,1073.5,7.0
87000,1080.0,6.0,1079.0,4.0,1073.0,42.0,1087.0,6.0,1088.0,4.0,1095.0,42.0,1083.5,104256.6875,1083.75,1.0,8.5,-6.0,1738.818,82.79621,1,52.0,52.0,1093.5384615384614,1074.2692307692307,7.0
87100,1082.0,10.0,1081.0,5.0,1075.0,48.0,1089.0,10.0,1090.0,5.0,1097.0,48.0,1085.5,99921.6875,1085.75,1.0,8.5,-6.0,1738.4689,82.811584,1,63.0,63.0,1095.1746031746031,1076.5873015873017,7.0
87200,1081.0,9.0,1080.0,4.0,1074.0,46.0,1088.0,9.0,1089.0,4.0,1096.0,46.0,1084.5,101017.1875,1084.75,1.0,8.5,-6.0,1738.1206,82.82698,1,59.0,59.0,1094.3050847457628,1075.4745762711864,7.0
87300,1081.0,10.0,1080.0,5.0,1074.0,51.0,1088.0,10.0,1089.0,5.0,1095.0,51.0,1084.5,99946.1875,1084.25,1.0,8.5,-6.0,1737.773,82.8424,1,66.0,66.0,1093.4848484848485,1075.5151515151515,7.0
87400,1082.0,9.0,1081.0,5.0,1075.0,45.0,1089.0,9.0,1090.0,5.0,1096.0,45.0,1085.5,101027.1875,1085.25,1.0,8.5,-6.0,1737.426,82.85784,1,59.0,59.0,1094.4237288135594,1076.5762711864406,7.0
87500,1081.0,5.0,1080.0,2.0,1074.0,45.0,1089.0,5.0,1090.0,2.0,1096.0,45.0,1085.0,110765.1875,1085.0,1.0,8.5,-6.0,1737.0798,82.8733,1,52.0,52.0,1095.0961538461538,1074.9038461538462,8.0
87600,1083.0,7.0,1082.0,4.0,1076.0,51.0,1090.0,7.0,1091.0,4.0,1098.0,51.0,1086.5,103187.6875,1086.75,1.0,8.5,-6.0,1736.7344,82.88878,1,62.0,62.0,1096.6451612903227,1077.1774193548388,7.0
87700,1083.0,6.0,1082.0,2.0,1076.0,39.0,1090.0,6.0,1091.0,2.0,1097.0,39.0,1086.5,104276.6875,1086.25,1.0,8.5,-6.0,1736.3895,82.90429,1,47.0,47.0,1095.8510638297873,1077.1489361702127,7.0
87800,1082.0,5.0,1081.0,3.0,1075.0,46.0,1089.0,5.0,1090.0,3.0,1097.0,46.0,1085.5,105367.1875,1085.75,1.0,8.5,-6.0,1736.0454,82.919815,1,54.0,54.0,1095.8703703703704,1075.9814814814815,7.0
87900,1085.0,6.0,1082.0,6.0,1081.0,2.0,1089.0,6.0,1090.0,2.0,1097.0,44.0,1087.0,97799.1875,1085.75,1.0,8.5,-6.0,1735.702,82.935356,1,52.0,14.0,1095.8076923076924,1083.142857142857,4.0
88000,1082.0,9.0,1081.0,4.0,1075.0,53.0,1089.0,9.0,1090.0,4.0,1097.0,53.0,1085.5,101067.6875,1085.5,1.0,8.5,-6.0,1735.3594,82.95093,1,66.0,66.0,1095.4848484848485,1076.3181818181818,7.0
88100,1081.0,6.0,1080.0,5.0,1074.0,41.0,1088.0,6.0,1089.0,5.0,1096.0,41.0,1084.5,104322.6875,1084.75,1.0,8.5,-6.0,1735.0175,82.96652,1,52.0,52.0,1094.4038461538462,1075.3846153846155,7.0
88200,1083.0,10.0,1082.0,4.0,1076.0,47.0,1090.0,10.0,1091.0,4.0,1097.0,47.0,1086.5,99988.6875,1086.25,1.0,8.5,-6.0,1734.6763,82.98214,1,61.0,61.0,1095.4590163934427,1077.5409836065573,7.0
88300,1083.0,9.0,1082.0,5.0,1076.0,55.0,1090.0,9.0,1091.0,5.0,1098.0,55.0,1086.5,101076.1875,1086.75,1.0,8.5,-6.0,1734.3358,82.99777,1,69.0,69.0,1096.4492753623188,1077.3478260869565,7.0
88400,1083.0,9.0,1082.0,5.0,1076.0,46.0,1090.0,9.0,1091.0,5.0,1098.0,46.0,1086.5,101080.6875,1086.75,1.0,8.5,-6.0,1733.9961,83.013435,1,60.0,60.0,1096.2166666666667,1077.55,7.0
88500,1082.0,7.0,1081.0,3.0,1075.0,43.0,1089.0,7.0,1090.0,3.0,1097.0,43.0,1085.5,103257.1875,1085.75,1.0,8.5,-6.0,1733.657,83.02911,1,53.0,53.0,1095.5471698113208,1076.2641509433963,7.0
88600,1083.0,6.0,1082.0,4.0,1076.0,45.0,1090.0,6.0,1091.0,4.0,1097.0,45.0,1086.5,104339.1875,1086.25,1.0,8.5,-6.0,1733.3187,83.04482,1,55.0,55.0,1095.8,1077.2,7.0
88700,1083.0,5.0,1082.0,3.0,1076.0,42.0,1087.0,8.0,1090.0,5.0,1091.0,3.0,1085.0,105427.1875,1086.25,1.0,8.5,-6.0,1732.9811,83.06055,1,16.0,50.0,1088.6875,1077.06,4.0
88800,1084.0,5.0,1083.0,3.0,1077.0,37.0,1091.0,5.0,1092.0,3.0,1099.0,37.0,1087.5,105424.6875,1087.75,1.0,8.5,-6.0,1732.6443,83.076294,1,45.0,45.0,1097.6444444444444,1078.1777777777777,7.0
88900,1084.0,8.0,1083.0,5.0,1077.0,46.0,1091.0,8.0,1092.0,5.0,1099.0,46.0,1087.5,102176.6875,1087.5,1.0,8.5,-6.0,1732.3081,83.092064,1,59.0,59.0,1097.322033898305,1078.457627118644,7.0
89000,1084.0,6.0,1083.0,5.0,1077.0,42.0,1091.0,6.0,1092.0,5.0,1098.0,42.0,1087.5,104350.6875,1087.25,1.0,8.5,-6.0,1731.9728,83.107864,1,53.0,53.0,1096.6415094339623,1078.3584905660377,7.0
89100,1084.0,7.0,1083.0,5.0,1077.0,52.0,1091.0,7.0,1092.0,5.0,1098.0,52.0,1087.5,103273.6875,1087.25,1.0,8.5,-6.0,1731.6381,83.12368,1,64.0,64.0,1096.765625,1078.234375,7.0
89200,1083.0,10.0,1082.0,4.0,1076.0,53.0,1090.0,10.0,1091.0,4.0,1097.0,53.0,1086.5,100041.6875,1086.25,1.0,8.5,-6.0,1731.3042,83.13952,1,67.0,67.0,1095.597014925373,1077.402985074627,7.0
89300,1083.0,9.0,1082.0,5.0,1076.0,49.0,1090.0,9.0,1091.0,5.0,1097.0,49.0,1086.5,101133.6875,1086.25,1.0,8.5,-6.0,1730.9711,83.15539,1,63.0,63.0,1095.5238095238096,1077.4761904761904,7.0
89400,1082.0,10.0,1081.0,4.0,1075.0,46.0,1090.0,10.0,1091.0,4.0,1097.0,46.0,1086.0,110880.6875,1086.0,1.0,8.5,-6.0,1730.6385,83.17127,1,60.0,60.0,1095.4333333333334,1076.5666666666666,8.0
89500,1080.0,9.0,1079.0,5.0,1073.0,54.0,1087.0,9.0,1088.0,5.0,1095.0,54.0,1083.5,101165.1875,1083.75,1.0,8.5,-6.0,1730.3069,83.18718,1,68.0,68.0,1093.4264705882354,1074.3676470588234,7.0
89600,1080.0,9.0,1079.0,5.0,1073.0,49.0,1087.0,9.0,1088.0,5.0,1095.0,49.0,1083.5,101169.6875,1083.5,1.0,8.5,-6.0,1729.976,83.20311,1,63.0,63.0,1093.3015873015872,1074.4761904761904,7.0
89700,1079.0,5.0,1078.0,2.0,1072.0,50.0,1086.0,5.0,1087.0,2.0,1093.0,50.0,1082.5,105497.1875,1082.25,1.0,8.5,-5.5,1729.6459,83.21907,1,57.0,57.0,1092.1754385964912,1072.8245614035088,7.0
89800,1079.0,5.0,1078.0,4.0,1072.0,47.0,1086.0,5.0,1087.0,4.0,1094.0,47.0,1082.5,110892.1875,1082.75,1.0,8.5,-5.5,1729.3164,83.23505,1,56.0,56.0,1092.7857142857142,1073.0535714285713,7.0
89900,1080.0,9.0,1079.0,5.0,1073.0,48.0,1087.0,9.0,1088.0,5.0,1094.0,48.0,1083.5,101176.6875,1083.25,1.0,8.5,-5.5,1728.9877,83.25105,1,62.0,62.0,1092.5,1074.5,7.0
90000,1080.0,7.0,1079.0,3.0,1073.0,43.0,1087.0,7.0,1088.0,3.0,1095.0,43.0,1083.5,110896.6875,1083.75,1.0,8.5,-5.5,1728.6598,83.267075,1,53.0,53.0,1093.5471698113208,1074.2641509433963,7.0
90100,1083.0,8.0,1080.0,5.0,1079.0,3.0,1087.0,5.0,1088.0,3.0,1094.0,35.0,1085.0,96863.1875,1083.25,1.0,8.5,-5.5,1728.3326,83.28313,1,43.0,16.0,1092.7674418604652,1081.3125,4.0
90200,1080.0,5.0,1079.0,2.0,1073.0,47.0,1087.0,5.0,1088.0,2.0,1095.0,47.0,1083.5,110927.1875,1083.75,1.0,8.5,-5.5,1728.0062,83.2992,1,54.0,54.0,1094.0,1073.8703703703704,7.0
90300,1080.0,9.0,1079.0,4.0,1073.0,50.0,1087.0,9.0,1088.0,4.0,1095.0,50.0,1083.5,110927.1875,1083.5,1.0,8.5,-5.5,1727.6805,83.3153,1,63.0,63.0,1093.4126984126983,1074.3809523809523,7.0
90400,1080.0,8.0,1079.0,5.0,1073.0,43.0,1087.0,8.0,1088.0,5.0,1094.0,43.0,1083.5,102291.1875,1083.25,1.0,8.5,-5.5,1727.3556,83.33142,1,56.0,56.0,1092.4642857142858,1074.5357142857142,7.0
90500,1079.0,7.0,1078.0,4.0,1072.0,44.0,1087.0,7.0,1088.0,4.0,1094.0,44.0,1083.0,110931.1875,1083.0,1.0,8.5,-5.5,1727.0315,83.347565,1,55.0,55.0,1092.6727272727273,1073.3272727272727,8.0
90600,1079.0,9.0,1078.0,5.0,1072.0,51.0,1086.0,9.0,1087.0,5.0,1094.0,51.0,1082.5,110931.1875,1082.75,1.0,8.5,-5.5,1726.7081,83.36373,1,65.0,65.0,1092.3538461538462,1073.4307692307693,7.0
90700,1078.0,5.0,1077.0,3.0,1071.0,44.0,1085.0,5.0,1086.0,3.0,1093.0,44.0,1081.5,110931.1875,1081.75,1.0,8.5,-5.5,1726.3856,83.37993,1,52.0,52.0,1091.826923076923,1072.0192307692307,7.0
90800,1078.0,7.0,1077.0,3.0,1071.0,42.0,1085.0,7.0,1086.0,3.0,1093.0,42.0,1081.5,110931.1875,1081.75,1.0,8.5,-5.5,1726.0637,83.39614,1,52.0,52.0,1091.5192307692307,1072.2884615384614,7.0
90900,1076.0,8.0,1075.0,4.0,1069.0,42.0,1083.0,8.0,1084.0,4.0,1091.0,42.0,1079.5,110931.1875,1079.75,1.0,8.5,-5.5,1725.7427,83.412384,1,54.0,54.0,1089.2962962962963,1070.4814814814815,7.0
91000,1076.0,9.0,1075.0,4.0,1069.0,48.0,1083.0,9.0,1084.0,4.0,1091.0,48.0,1079.5,110931.1875,1079.75,1.0,8.5,-5.5,1725.4224,83.42865,1,61.0,61.0,1089.360655737705,1070.4262295081967,7.0
91100,1076.0,9.0,1075.0,5.0,1069.0,48.0,1083.0,9.0,1084.0,5.0,1091.0,48.0,1079.5,110931.1875,1079.5,1.0,8.5,-5.5,1725.1029,83.44494,1,62.0,62.0,1089.274193548387,1070.5,7.0
91200,1075.0,5.0,1074.0,5.0,1068.0,45.0,1082.0,5.0,1083.0,5.0,1090.0,45.0,1078.5,110931.1875,1078.75,1.0,8.5,-5.5,1724.7842,83.46125,1,55.0,55.0,1088.6363636363637,1069.1818181818182,7.0
91300,1075.0,10.0,1074.0,3.0,1068.0,46.0,1082.0,10.0,1083.0,3.0,1089.0,46.0,1078.5,100186.1875,1078.25,1.0,8.5,-5.5,1724.4662,83.477585,1,59.0,59.0,1087.5084745762713,1069.4915254237287,7.0
91400,1073.0,9.0,1072.0,5.0,1066.0,44.0,1080.0,9.0,1081.0,5.0,1088.0,44.0,1076.5,110936.1875,1076.75,1.0,8.5,-5.5,1724.149,83.49395,1,58.0,58.0,1086.155172413793,1067.603448275862,7.0
91500,1074.0,8.0,1073.0,4.0,1067.0,51.0,1081.0,8.0,1082.0,4.0,1088.0,51.0,1077.5,102348.1875,1077.25,1.0,8.5,-5.5,1723.8326,83.51034,1,63.0,63.0,1086.7301587301588,1068.2698412698412,7.0
91600,1075.0,10.0,1074.0,5.0,1068.0,54.0,1082.0,10.0,1083.0,5.0,1090.0,54.0,1078.5,110940.1875,1078.75,1.0,8.5,-5.5,1723.5171,83.52675,1,69.0,69.0,1088.3333333333333,1069.4492753623188,7.0
91700,1074.0,8.0,1073.0,3.0,1067.0,49.0,1081.0,8.0,1082.0,3.0,1088.0,49.0,1077.5,102352.1875,1077.25,1.0,8.5,-5.5,1723.2023,83.54318,1,60.0,60.0,1086.7666666666667,1068.2333333333333,7.0
91800,1073.0,9.0,1072.0,3.0,1066.0,46.0,1080.0,9.0,1081.0,3.0,1088.0,46.0,1076.5,110944.1875,1076.75,1.0,8.5,-5.5,1722.8882,83.55964,1,58.0,58.0,1086.396551724138,1067.396551724138,7.0
91900,1073.0,7.0,1072.0,3.0,1066.0,45.0,1080.0,7.0,1081.0,3.0,1088.0,45.0,1076.5,110944.1875,1076.75,1.0,8.5,-5.5,1722.575,83.576126,1,55.0,55.0,1086.6,1067.2181818181818,7.0
92000,1073.0,7.0,1072.0,2.0,1066.0,46.0,1080.0,7.0,1081.0,2.0,1088.0,46.0,1076.5,110944.1875,1076.75,1.0,8.5,-5.5,1722.2626,83.592636,1,55.0,55.0,1086.7272727272727,1067.1090909090908,7.0
92100,1072.0,9.0,1071.0,5.0,1065.0,47.0,1079.0,9.0,1080.0,5.0,1087.0,47.0,1075.5,110944.1875,1075.75,1.0,8.5,-5.5,1721.9509,83.60918,1,61.0,61.0,1085.2459016393443,1066.5245901639344,7.0
92200,1073.0,9.0,1072.0,3.0,1066.0,52.0,1080.0,9.0,1081.0,3.0,1088.0,52.0,1076.5,110944.1875,1076.75,1.0,8.5,-5.5,1721.64,83.62573,1,64.0,64.0,1086.546875,1067.265625,7.0
92300,1073.0,8.0,1072.0,2.0,1066.0,58.0,1080.0,8.0,1081.0,2.0,1088.0,58.0,1076.5,110944.1875,1076.75,1.0,8.5,-5.5,1721.33,83.64232,1,68.0,68.0,1086.8529411764705,1067.0,7.0
92400,1074.0,6.0,1073.0,2.0,1067.0,41.0,1081.0,6.0,1082.0,2.0,1088.0,41.0,1077.5,104503.1875,1077.25,1.0,8.5,-5.5,1721.0208,83.65893,1,49.0,49.0,1086.8979591836735,1068.1020408163265,7.0
92500,1074.0,9.0,1073.0,2.0,1067.0,51.0,1081.0,9.0,1082.0,2.0,1088.0,51.0,1077.5,101285.6875,1077.25,1.0,8.5,-5.5,1720.7123,83.67556,1,62.0,62.0,1086.7903225806451,1068.2096774193549,7.0
92600,1072.0,5.0,1071.0,3.0,1065.0,41.0,1079.0,5.0,1080.0,3.0,1087.0,41.0,1075.5,110951.6875,1075.75,1.0,8.5,-5.5,1720.4045,83.69222,1,49.0,49.0,1085.7551020408164,1066.0816326530612,7.0
92700,1074.0,10.0,1073.0,3.0,1067.0,48.0,1081.0,10.0,1082.0,3.0,1088.0,48.0,1077.5,100216.6875,1077.25,1.0,8.5,-5.5,1720.0978,83.70891,1,61.0,61.0,1086.5573770491803,1068.4426229508197,7.0
92800,1074.0,10.0,1073.0,5.0,1067.0,49.0,1081.0,10.0,1082.0,5.0,1089.0,49.0,1077.5,110956.6875,1077.5,1.0,8.5,-5.5,1719.7917,83.72562,1,64.0,64.0,1087.203125,1068.5625,7.0
92900,1074.0,9.0,1073.0,2.0,1067.0,56.0,1081.0,9.0,1082.0,2.0,1089.0,56.0,1077.5,110956.6875,1077.5,1.0,8.5,-5.5,1719.4865,83.742355,1,67.0,67.0,1087.7164179104477,1068.1194029850747,7.0
93000,1075.0,9.0,1074.0,3.0,1068.0,43.0,1082.0,9.0,1083.0,3.0,1089.0,43.0,1078.5,101286.1875,1078.25,1.0,8.5,-5.5,1719.182,83.75912,1,55.0,55.0,1087.5272727272727,1069.4727272727273,7.0
93100,1074.0,5.0,1073.0,2.0,1067.0,49.0,1081.0,5.0,1082.0,2.0,1089.0,49.0,1077.5,110961.1875,1077.75,1.0,8.5,-5.5,1718.8784,83.77591,1,56.0,56.0,1088.0357142857142,1067.8392857142858,7.0
93200,1074.0,8.0,1073.0,3.0,1067.0,54.0,1081.0,8.0,1082.0,3.0,1089.0,54.0,1077.5,110961.1875,1077.5,1.0,8.5,-5.5,1718.5757,83.79272,1,65.0,65.0,1087.6923076923076,1068.1384615384616,7.0
93300,1074.0,8.0,1073.0,4.0,1067.0,49.0,1081.0,8.0,1082.0,4.0,1089.0,49.0,1077.5,110961.1875,1077.75,1.0,8.5,-5.5,1718.2737,83.80956,1,61.0,61.0,1087.4918032786886,1068.311475409836,7.0
93400,1074.0,5.0,1073.0,4.0,1067.0,49.0,1082.0,5.0,1083.0,4.0,1089.0,49.0,1078.0,110961.1875,1078.0,1.0,8.5,-5.5,1717.9725,83.82642,1,58.0,58.0,1087.9827586206898,1068.0172413793102,8.0
93500,1075.0,6.0,1074.0,2.0,1068.0,44.0,1082.0,6.0,1083.0,2.0,1089.0,44.0,1078.5,104514.1875,1078.25,1.0,8.5,-5.5,1717.6721,83.843315,1,52.0,52.0,1087.9615384615386,1069.0384615384614,7.0
93600,1074.0,5.0,1073.0,3.0,1067.0,38.0,1081.0,5.0,1082.0,3.0,1089.0,38.0,1077.5,110964.1875,1077.75,1.0,8.5,-5.5,1717.3727,83.86023,1,46.0,46.0,1087.6739130434783,1068.1521739130435,7.0
93700,1075.0,10.0,1074.0,3.0,1068.0,47.0,1082.0,10.0,1083.0,3.0,1089.0,47.0,1078.5,100219.1875,1078.25,1.0,8.5,-5.5,1717.074,83.877174,1,60.0,60.0,1087.5333333333333,1069.4666666666667,7.0
93800,1075.0,6.0,1074.0,2.0,1068.0,48.0,1082.0,6.0,1083.0,2.0,1089.0,48.0,1078.5,104522.1875,1078.25,1.0,8.5,-5.5,1716.776,83.89414,1,56.0,56.0,1088.0357142857142,1068.9642857142858,7.0
93900,1074.0,8.0,1073.0,2.0,1067.0,48.0,1081.0,8.0,1082.0,2.0,1089.0,48.0,1077.5,110972.1875,1077.75,1.0,8.5,-5.5,1716.479,83.91114,1,58.0,58.0,1087.655172413793,1068.1724137931035,7.0
94000,1074.0,9.0,1073.0,2.0,1067.0,50.0,1082.0,9.0,1083.0,2.0,1089.0,50.0,1078.0,110972.1875,1078.0,1.0,8.5,-5.5,1716.1829,83.92816,1,61.0,61.0,1087.7704918032787,1068.2295081967213,8.0
94100,1075.0,10.0,1074.0,4.0,1068.0,44.0,1079.0,5.0,1082.0,10.0,1083.0,4.0,1077.0,110972.1875,1078.75,1.0,8.5,-5.5,1715.8875,83.945206,1,19.0,58.0,1081.421052631579,1069.6206896551723,4.0
94200,1075.0,7.0,1074.0,2.0,1068.0,49.0,1082.0,7.0,1083.0,2.0,1090.0,49.0,1078.5,110972.1875,1078.5,1.0,8.5,-5.5,1715.5929,83.96228,1,58.0,58.0,1088.7931034482758,1069.051724137931,7.0
94300,1074.0,6.0,1073.0,3.0,1067.0,48.0,1081.0,6.0,1082.0,3.0,1089.0,48.0,1077.5,110972.1875,1077.75,1.0,8.5,-5.5,1715.2992,83.97938,1,57.0,57.0,1087.7894736842106,1068.0526315789473,7.0
94400,1074.0,5.0,1073.0,3.0,1067.0,45.0,1081.0,5.0,1082.0,3.0,1089.0,45.0,1077.5,110972.1875,1077.75,1.0,8.5,-5.5,1715.0063,83.996506,1,53.0,53.0,1087.8490566037735,1068.0,7.0
94500,1074.0,6.0,1073.0,4.0,1067.0,47.0,1078.0,9.0,1081.0,6.0,1082.0,4.0,1076.0,104531.1875,1077.25,1.0,8.5,-5.5,1714.7142,84.013664,1,19.0,57.0,1079.7894736842106,1068.157894736842,4.0
94600,1074.0,9.0,1073.0,4.0,1067.0,45.0,1081.0,9.0,1082.0,4.0,1089.0,45.0,1077.5,110975.1875,1077.75,1.0,8.5,-5.5,1714.4231,84.03084,1,58.0,58.0,1087.2758620689656,1068.5,7.0
94700,1075.0,6.0,1074.0,3.0,1068.0,41.0,1082.0,6.0,1083.0,3.0,1089.0,41.0,1078.5,104528.1875,1078.25,1.0,8.5,-5.5,1714.1327,84.04805,1,50.0,50.0,1087.8,1069.2,7.0
94800,1076.0,9.0,1075.0,3.0,1069.0,47.0,1083.0,9.0,1084.0,3.0,1090.0,47.0,1079.5,101298.6875,1079.25,1.0,8.5,-5.5,1713.8433,84.06528,1,59.0,59.0,1088.6271186440679,1070.3728813559321,7.0
94900,1076.0,8.0,1075.0,4.0,1069.0,42.0,1080.0,10.0,1083.0,8.0,1084.0,4.0,1078.0,102378.6875,1079.25,1.0,8.5,-5.5,1713.5546,84.08254,1,22.0,54.0,1081.8181818181818,1070.4814814814815,4.0
95000,1077.0,6.0,1076.0,2.0,1070.0,44.0,1084.0,6.0,1085.0,2.0,1091.0,44.0,1080.5,104527.6875,1080.25,1.0,8.5,-5.5,1713.2667,84.09983,1,52.0,52.0,1089.9615384615386,1071.0384615384614,7.0
95100,1076.0,5.0,1075.0,2.0,1069.0,46.0,1083.0,5.0,1084.0,2.0,1090.0,46.0,1079.5,105612.1875,1079.25,1.0,8.5,-5.5,1712.9797,84.11714,1,53.0,53.0,1089.1132075471698,1069.8867924528302,7.0
95200,1081.0,5.0,1076.0,5.0,1075.0,3.0,1083.0,5.0,1084.0,3.0,1090.0,47.0,1082.0,100237.1875,1079.25,1.0,8.5,-5.5,1712.6937,84.13448,1,55.0,13.0,1089.0363636363636,1077.6923076923076,2.0
95300,1076.0,7.0,1075.0,2.0,1069.0,45.0,1083.0,7.0,1084.0,2.0,1091.0,45.0,1079.5,111022.1875,1079.5,1.0,8.5,-5.5,1712.4084,84.15185,1,54.0,54.0,1089.7037037037037,1070.1296296296296,7.0
95400,1076.0,6.0,1075.0,5.0,1069.0,49.0,1083.0,6.0,1084.0,5.0,1091.0,49.0,1079.5,111022.1875,1079.5,1.0,8.5,-5.5,1712.124,84.16924,1,60.0,60.0,1089.6166666666666,1070.2,7.0
95500,1073.0,7.0,1072.0,4.0,1066.0,52.0,1080.0,7.0,1081.0,4.0,1088.0,52.0,1076.5,111022.1875,1076.75,1.0,8.5,-5.5,1711.8405,84.18667,1,63.0,63.0,1086.6666666666667,1067.1587301587301,7.0
95600,1073.0,10.0,1072.0,3.0,1066.0,50.0,1077.0,9.0,1081.0,10.0,1082.0,3.0,1075.0,111022.1875,1077.0,1.0,8.5,-5.5,1711.5579,84.20412,1,22.0,63.0,1079.5,1067.3968253968253,4.0
95700,1073.0,10.0,1072.0,2.0,1066.0,45.0,1081.0,10.0,1082.0,2.0,1088.0,45.0,1077.0,111022.1875,1077.0,1.0,8.5,-5.5,1711.276,84.221596,1,57.0,57.0,1086.561403508772,1067.438596491228,8.0
95800,1072.0,7.0,1071.0,3.0,1065.0,38.0,1079.0,7.0,1080.0,3.0,1087.0,38.0,1075.5,111022.1875,1075.75,1.0,8.5,-5.5,1710.995,84.2391,1,48.0,48.0,1085.3958333333333,1066.3958333333333,7.0
95900,1071.0,9.0,1070.0,3.0,1064.0,46.0,1078.0,9.0,1079.0,3.0,1085.0,46.0,1074.5,101387.6875,1074.25,1.0,8.5,-5.5,1710.715,84.25663,1,58.0,58.0,1083.603448275862,1065.396551724138,7.0
96000,1071.0,9.0,1070.0,2.0,1064.0,52.0,1078.0,9.0,1079.0,2.0,1085.0,52.0,1074.5,101392.1875,1074.25,1.0,8.5,-5.5,1710.4358,84.27419,1,63.0,63.0,1083.8095238095239,1065.1904761904761,7.0
96100,1070.0,10.0,1069.0,5.0,1063.0,53.0,1077.0,10.0,1078.0,5.0,1084.0,53.0,1073.5,100336.1875,1073.25,1.0,8.5,-5.5,1710.1573,84.29178,1,68.0,68.0,1082.5294117647059,1064.4705882352941,7.0
96200,1068.0,5.0,1067.0,5.0,1061.0,41.0,1075.0,5.0,1076.0,5.0,1083.0,41.0,1071.5,111036.1875,1071.75,1.0,8.5,-5.5,1709.8799,84.309395,1,51.0,51.0,1081.5294117647059,1062.2745098039215,7.0
